"vehicle_year_name","vehicle_style","site_rating","vehicle_price","vehicle_mileage","vehicle_location","vehicle_ext_color","vehicle_int_color","vehicle_accident_count","vehicle_title_type","vehicle_mpg","vehicle_transmission","vehicle_fuel_type","vehicle_options_level","vehicle_engine","vehicle_drive_type","vehicle_usage_type"
"2017 Honda Fit","EX-L CVT","Fair Price","$15,989","21,236","Grand Prairie, TX","Crystal Black Pearl","Black","0 reported accidents","Clean","32 cty / 37 hwy","Automatic","Gas","Standard","1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2012 Hyundai Accent","GS Hatchback Automatic","Fair Price","$5,593","135,951","Greenville, TX","Century White","Gray","0 reported accidents","Clean","28 cty / 37 hwy","Automatic","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 MINI Hardtop","Hardtop 2-Door","Fair Price","$18,990","16,709","Oklahoma City, OK","Midnight Black Metallic","Other","0 reported accidents","Clean","28 cty / 38 hwy","Manual","Gas",NA,"1.5L Inline-3 Gas Turbocharged","FWD","Personal or Rental Use"
"2017 Ford C-Max","Hybrid SE","Fair Price","$14,590","43,184","Oklahoma City, OK","White Platinum Metallic Tri-Coat","Charcoal Black","0 reported accidents","Clean","42 cty / 38 hwy","Automatic","Hybrid","Fully Loaded","2.0L Inline-4 Hybrid","FWD","Fleet or Mixed Use"
"2017 Chevrolet Cruze","LT with 1SD Hatchback Automatic","Fair Price","$14,344","55,553","Madill, OK","Red Hot","Jet Black","0 reported accidents","Clean","29 cty / 38 hwy","Automatic","Gas","Standard","1.4L Inline-4 Gas Turbocharged","FWD","Fleet or Mixed Use"
"2010 Dodge Caliber","N/A",NA,"$4,988","144,284","Tulsa, OK","White","Dark Slate Gray","1 reported accidents","Clean","N/A cty / N/A hwy","N/A","N/A",NA,"L - ","FWD","Fleet or Mixed Use"
"2017 Mazda Mazda3","Sport 5-Door Automatic","High Price","$16,476","20,361","Oklahoma City, OK","Deep Crystal Blue Mica","Black","1 reported accidents","Clean","28 cty / 37 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Honda Fit","LX CVT","Fair Price","$16,990","9,941","Oklahoma City, OK","Milano Red","Black","0 reported accidents","Clean","33 cty / 40 hwy","Automatic","Gas",NA,"1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2015 Kia Soul","Base Automatic","Fair Price","$9,000","116,933","Broken Arrow, OK","Shadow Black","Black","0 reported accidents","Clean","24 cty / 30 hwy","Automatic","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Honda Fit","EX-L with Navigation CVT","Fair Price","$16,640","30,813","Yukon, OK","White Orchid Pearl","Black","0 reported accidents","Clean","32 cty / 37 hwy","Automatic","Gas","Standard","1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Volkswagen Golf GTI","2.0T SE DSG","Fair Price","$24,670","13,847","Yukon, OK","Dark Iron Blue Metallic","Titan Black","0 reported accidents","Clean","24 cty / 32 hwy","Automatic","Gas","Fully Loaded","2.0L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2018 Honda Fit","Sport Manual","Fair Price","$15,990","40,495","Oklahoma City, OK","Crystal Black Pearl","Black","0 reported accidents","Clean","29 cty / 36 hwy","Manual","Gas",NA,"1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Kia Soul","Base Automatic","Fair Price","$15,590","17,546","Oklahoma City, OK","Shadow Black","Gray 2-Tone","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Well Equipped","1.6L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2018 Honda Civic","EX Hatchback CVT","Fair Price","$20,880","39,756","Fort Worth, TX","Sonic Gray Pearl","Gray","0 reported accidents","Clean","31 cty / 40 hwy","Automatic","Gas",NA,"1.5L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2017 Honda Civic","Sport Touring Hatchback CVT","High Price","$23,990","27,385","Oklahoma City, OK","White Orchid Pearl","Black","0 reported accidents","Clean","30 cty / 36 hwy","Automatic","Gas","Standard","1.5L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2012 Mazda Mazda3","i Grand Touring 5-Door Automatic","Fair Price","$12,990","81,282","Oklahoma City, OK","Liquid Silver Metallic","Black","0 reported accidents","Clean","28 cty / 39 hwy","Automatic","Gas","Fully Loaded","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Toyota Prius","Four","Fair Price","$22,995","26,592","Dallas, TX","Magnetic Gray Metallic","Black","0 reported accidents","Clean","54 cty / 50 hwy","Automatic","Hybrid",NA,"1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2019 Honda Civic","Sport Hatchback CVT","Fair Price","$22,990","15,646","Oklahoma City, OK","Crystal Black Pearl","Black","0 reported accidents","Clean","30 cty / 36 hwy","Automatic","Gas","Standard","1.5L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2017 Chevrolet Bolt EV","Premier","Fair Price","$19,166","25,510","Dallas, TX","Arctic Blue Metallic","Dark Galvanized Gray","0 reported accidents","Clean","128 cty / 110 hwy","Automatic","Electric","Standard","L - Electric","FWD","Personal or Rental Use"
"2015 Hyundai Veloster","Base Automatic","Fair Price","$13,990","50,368","Oklahoma City, OK","Boston Red Metallic","Black","0 reported accidents","Clean","27 cty / 36 hwy","Automatic","Gas","Minimal Options","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Toyota Prius","XLE FWD","Fair Price","$22,389","18,969","Grand Prairie, TX","Midnight Black Metallic","Black","0 reported accidents","Clean","54 cty / 50 hwy","Automatic","Hybrid","Standard","1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2015 Ford Focus","SE Hatchback","Fair Price","$11,590","68,121","Oklahoma City, OK","Ingot Silver","Dk. Gray","0 reported accidents","Clean","26 cty / 36 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2016 Honda Fit","LX CVT","Fair Price","$14,990","26,145","Oklahoma City, OK","Milano Red","Black","0 reported accidents","Clean","33 cty / 41 hwy","Automatic","Gas","Standard","1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Ford Fiesta","SE Hatchback","Fair Price","$12,649","32,209","Amarillo, TX","Unknown","Unknown","0 reported accidents","Clean","27 cty / 35 hwy","Automatic","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Honda Civic","Sport Touring Hatchback CVT","Fair Price","$24,977","16,554","Decatur, TX","Lunar Silver Metallic","Black","0 reported accidents","Clean","30 cty / 36 hwy","Automatic","Gas",NA,"1.5L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2015 Hyundai Veloster","Turbo Manual","High Price","$14,885","104,500","Del City, OK","Ultra Black Pearl","Black","0 reported accidents","Clean","24 cty / 33 hwy","Manual","Gas","Minimal Options","1.6L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2018 Honda Civic","EX Hatchback CVT","Fair Price","$21,200","20,024","Denton, TX","Aegean Blue Metallic","Black","0 reported accidents","Clean","31 cty / 40 hwy","Automatic","Gas",NA,"1.5L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2016 Lexus CT","CT 200h","High Price","$19,990","46,978","Oklahoma City, OK","Ultra White W/Black Roof","Beige","0 reported accidents","Clean","43 cty / 40 hwy","Automatic","Hybrid","Standard","1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2019 Mazda Mazda3","5-Door FWD Automatic","Fair Price","$21,080","3,766","Yukon, OK","Machine Gray Metallic","Black","0 reported accidents","Clean","26 cty / 35 hwy","Automatic","Gas","Fully Loaded","2.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Honda Civic","EX Hatchback CVT","Fair Price","$23,160","11,781","Yukon, OK","Sonic Gray Pearl","Black","0 reported accidents","Clean","31 cty / 40 hwy","Automatic","Gas",NA,"1.5L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2017 Ford Fiesta","SE Hatchback","Fair Price","$9,495","71,529","Denton, TX","Magnetic Metallic","Charcoal Black","0 reported accidents","Clean","27 cty / 35 hwy","Automatic","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Honda Fit","LX CVT","Fair Price","$13,888","9,533","Dallas, TX","Milano Red","Black","Frame Damaged","Clean","33 cty / 40 hwy","Automatic","Gas",NA,"1.5L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2019 Chevrolet Cruze","LT with 1SD Hatchback","Fair Price","$15,991","38,792","Desoto, TX","Silver Ice Metallic","Jet Black","0 reported accidents","Clean","28 cty / 38 hwy","Automatic","Gas","Minimal Options","1.4L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2017 Subaru Impreza","2.0i Limited 5-door CVT","Fair Price","$19,990","34,998","Oklahoma City, OK","Ice Silver Metallic","Black","0 reported accidents","Clean","28 cty / 37 hwy","Automatic","Gas","Fully Loaded","2.0L Flat-4 Gas","AWD","Personal or Rental Use"
"2017 Honda Fit","EX Manual","Fair Price","$11,499","32,737","McKinney, TX","Milano Red","Black","Frame Damaged","Clean","29 cty / 36 hwy","Manual","Gas","Standard","1.5L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2019 Ford Fiesta","ST Line Hatchback","Fair Price","$17,590","3,924","Oklahoma City, OK","Shadow Black","Charcoal Black W/Red","0 reported accidents","Clean","27 cty / 35 hwy","Automatic","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2013 Mazda Mazda3","i Grand Touring 5-Door Automatic",NA,"$5,999","121,106","Dallas, TX","Graphite Mica","Black","0 reported accidents","Clean","28 cty / 39 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Honda Civic","Sport Touring Hatchback CVT","High Price","$22,990","24,618","Oklahoma City, OK","Lunar Silver Metallic","Black","0 reported accidents","Clean","30 cty / 36 hwy","Automatic","Gas","Standard","1.5L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2016 Chevrolet Spark","EV LT with 1SA AT","Fair Price","$10,990","28,273","Oklahoma City, OK","Summit White","Electric Blue W/Electric Blue Trim","0 reported accidents","Clean","128 cty / 109 hwy","Automatic","Electric","Well Equipped","L - Electric","FWD","Fleet or Mixed Use"
"2013 Honda Fit","Manual","Fair Price","$7,997","99,390","Carrollton, TX","Blue Raspberry Metallic","Gray","0 reported accidents","Clean","27 cty / 33 hwy","Manual","Gas","Standard","1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2015 Honda Fit","EX Manual","Fair Price","$13,590","80,512","Oklahoma City, OK","Crystal Black Pearl","Black","0 reported accidents","Clean","29 cty / 37 hwy","Manual","Gas","Standard","1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2015 Chevrolet Spark","EV LT with 1SB AT","Fair Price","$9,390","34,680","Yukon, OK","Summit White","Dark Pewter W/Electric Blue Trim","0 reported accidents","Clean","128 cty / 109 hwy","Automatic","Electric","Standard","L - Electric","FWD","Fleet or Mixed Use"
"2012 Nissan Versa","1.8 SL Hatchback CVT","Fair Price","$7,995","81,969","Abilene, TX","Brilliant Silver Metallic","Sport Charcoal","0 reported accidents","Clean","28 cty / 34 hwy","Automatic","Gas","Fully Loaded","1.8L Inline-4 Gas","FWD","Personal or Rental Use"
"2015 Chevrolet Spark","LS MT","Fair Price","$7,995","51,283","Bristow, OK","Lime","Green W/Green Trim","0 reported accidents","Clean","31 cty / 39 hwy","Manual","Gas","Minimal Options","1.2L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Kia Soul","+ Automatic","Fair Price","$14,836","30,518","Mesquite, TX","Carribean Blue","Black","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Hyundai Veloster","2.0 Premium Auto","High Price","$19,990","25,084","Oklahoma City, OK","Thunder Gray","Black","0 reported accidents","Clean","27 cty / 34 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Volkswagen Golf","S FWD Auto","Fair Price","$16,418","24,465","Grand Prairie, TX","Silk Blue Metallic","Graphite","1 reported accidents","Clean","24 cty / 33 hwy","Automatic","Gas","Minimal Options","1.8L Inline-4 Gas Turbocharged","FWD","Fleet or Mixed Use"
"2019 Volkswagen Golf GTI","2.0T S Manual","High Price","$25,990","4,165","Oklahoma City, OK","Deep Black Pearl","Titan Black","0 reported accidents","Clean","24 cty / 32 hwy","Manual","Gas","Well Equipped","2.0L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2015 BMW i3","60 Ah with Range Extender","Fair Price","$14,990","68,838","Fort Worth, TX","Andesite Silver Met W/Bmw I Frozen Blue Accent","Tan","0 reported accidents","Lemon","N/A cty / N/A hwy","Automatic","Plug-In","Standard","0.6L Inline-2 Plug-In","RWD","Personal or Rental Use"
"2019 Honda Civic","Sport Touring Hatchback CVT","High Price","$26,000","14,772","Broken Arrow, OK","Sonic Gray Pearl","Black","0 reported accidents","Clean","30 cty / 36 hwy","Automatic","Gas",NA,"1.5L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2018 Chevrolet Cruze","LT with 1SD Hatchback Automatic","High Price","$16,670","3,545","Yukon, OK","Kinetic Blue Metallic","Jet Black","0 reported accidents","Clean","29 cty / 38 hwy","Automatic","Gas","Well Equipped","1.4L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2012 Ford Focus","SE Hatchback","High Price","$10,590","74,056","Oklahoma City, OK","Black","Charcoal Black","0 reported accidents","Clean","26 cty / 36 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2014 Ford Focus","ST Hatchback","High Price","$19,990","30,684","Oklahoma City, OK","Performance Blue Metallic","Charcoal Black","0 reported accidents","Clean","23 cty / 32 hwy","Manual","Gas",NA,"2.0L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2019 Chevrolet Spark","LS CVT","Fair Price","$11,587","27,974","Andover, KS","Summit White","Jet Black","0 reported accidents","Clean","30 cty / 38 hwy","Automatic","Gas","Minimal Options","1.4L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2017 Hyundai Elantra","GT Hatchback Automatic","Fair Price","$12,483","50,076","Owasso, OK","Scarlet Red Pearl","Black","0 reported accidents","Clean","24 cty / 32 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2016 Scion iM","Base CVT","High Price","$13,986","40,932","Tulsa, OK","Electric Storm Blue","Black","0 reported accidents","Clean","28 cty / 37 hwy","Automatic","Gas","Standard","1.8L Inline-4 Gas","FWD","Personal or Rental Use"
"2014 Mercedes-Benz B-Class","Hatchback Electric Drive","Fair Price","$16,998","13,488","Plano, TX","Cosmos Black Metallic","Black","0 reported accidents","Clean","N/A cty / N/A hwy","Automatic","Gas","Standard","L - Gas Turbocharged","FWD","Personal or Rental Use"
"2015 Lexus CT","CT 200h","Fair Price","$19,900","39,323","Lewisville, TX","Obsidian","Black","0 reported accidents","Clean","43 cty / 40 hwy","Automatic","Hybrid","Standard","1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2015 Hyundai Veloster","Base Automatic","Fair Price","$8,995","96,165","Dallas, TX","Vitamin C Pearl","Black","2 reported accidents","Clean","27 cty / 36 hwy","Automatic","Gas","Minimal Options","1.6L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2017 Chevrolet Cruze","LT with 1SD Hatchback Automatic","Fair Price","$15,488","46,637","Tulsa, OK","Cajun Red Tintcoat","Jet Black","0 reported accidents","Clean","29 cty / 38 hwy","Automatic","Gas","Fully Loaded","1.4L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2012 Ford Focus","SE Hatchback","High Price","$7,888","71,791","Rockwall, TX","Race Red","Charcoal Black","0 reported accidents","Clean","26 cty / 36 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Volkswagen Golf GTI","2.0T S Manual","High Price","$23,590","29,516","Oklahoma City, OK","Deep Black Pearl Metallic","Titan Black","0 reported accidents","Clean","25 cty / 33 hwy","Manual","Gas","Standard","2.0L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2017 Subaru Impreza","2.0i Limited 5-door CVT","High Price","$19,990","42,995","Oklahoma City, OK","Ice Silver Metallic","Black","0 reported accidents","Clean","28 cty / 37 hwy","Automatic","Gas","Minimal Options","2.0L Flat-4 Gas","AWD","Personal or Rental Use"
"2017 Chevrolet Cruze","Premier with 1SF Hatchback Automatic","Fair Price","$14,341","46,349","Broken Arrow, OK","Nightfall Gray Metallic","Jet Black","0 reported accidents","Clean","28 cty / 37 hwy","Automatic","Gas","Standard","1.4L Inline-4 Gas Turbocharged","FWD","Fleet or Mixed Use"
"2017 Chevrolet Spark","LS Automatic","Fair Price","$8,750","89,831","Fort Smith, AR","Toasted Marshmallow","Jet Black","0 reported accidents","Clean","30 cty / 39 hwy","Automatic","Gas","Minimal Options","1.4L Inline-4 Gas","FWD","Personal or Rental Use"
"2012 Volkswagen Beetle","Coupe Auto (PZEV)","High Price","$11,990","55,431","Oklahoma City, OK","Black","Titan Black","0 reported accidents","Clean","22 cty / 29 hwy","Automatic","Gas","Standard","2.5L Inline-5 Gas","FWD","Personal or Rental Use"
"2017 Volkswagen Golf","SE 4-Door Hatchback FWD Auto","High Price","$16,610","22,202","Yukon, OK","Pure White","Titan Black","0 reported accidents","Clean","25 cty / 35 hwy","Automatic","Gas","Fully Loaded","1.8L Inline-4 Gas Turbocharged","FWD","Fleet or Mixed Use"
"2019 Chevrolet Cruze","LS with 1SB Hatchback","High Price","$15,700","9,006","Yukon, OK","Silver Ice Metallic","Jet Black","0 reported accidents","Clean","28 cty / 38 hwy","Automatic","Gas","Well Equipped","1.4L Inline-4 Gas Turbocharged","FWD","Fleet or Mixed Use"
"2019 Kia Soul","+ Automatic","Fair Price","$13,520","42,305","Rockwall, TX","Titanium Gray","Black","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2016 Toyota Prius c","Three","High Price","$14,990","42,580","Oklahoma City, OK","Black","Black","0 reported accidents","Clean","53 cty / 46 hwy","Automatic","Hybrid","Standard","1.5L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2019 Kia Soul","+ Automatic","High Price","$16,550","29,803","Joplin, MO","Titanium Gray","Black","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Toyota Prius","L Eco FWD","Fair Price","$20,997","5,028","Dallas, TX","Magnetic Gray Metallic","Black","0 reported accidents","Clean","58 cty / 53 hwy","Automatic","Hybrid",NA,"1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2017 Toyota Prius","One","High Price","$19,600","20,506","Yukon, OK","Super White","Gray","0 reported accidents","Clean","54 cty / 50 hwy","Automatic","Hybrid",NA,"1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2018 Kia Soul","+ Automatic","Fair Price","$14,360","49,186","Plano, TX","Shadow Black","Black","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2019 Chevrolet Bolt EV","Premier","Fair Price","$22,787","35,231","McKinney, TX","Summit White","Dark Galvanized Gray","0 reported accidents","Clean","128 cty / 110 hwy","Automatic","Electric","Standard","L - Electric","FWD","Personal or Rental Use"
"2019 MINI Hardtop","Hardtop 2-Door","High Price","$21,990","4,948","Oklahoma City, OK","Red","Black","0 reported accidents","Clean","28 cty / 38 hwy","Automatic","Gas","Standard","1.5L Inline-3 Gas Turbocharged","FWD","Personal or Rental Use"
"2014 Nissan LEAF","S","High Price","$10,590","48,332","Oklahoma City, OK","Blue Ocean","Black","0 reported accidents","Clean","126 cty / 101 hwy","Automatic","Electric","Minimal Options","L - Electric","FWD","Fleet or Mixed Use"
"2015 Toyota Prius","Four","High Price","$12,990","103,142","Oklahoma City, OK","Blue","Tan","0 reported accidents","Clean","51 cty / 48 hwy","Automatic","Hybrid",NA,"1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2015 Nissan LEAF","SV (alt)","High Price","$10,590","68,653","Oklahoma City, OK","Brilliant Silver","Black","0 reported accidents","Clean","126 cty / 101 hwy","Automatic","Electric","Well Equipped","L - Electric","FWD","Fleet or Mixed Use"
"2017 Chevrolet Cruze","LT with 1SD Hatchback Automatic","Fair Price","$15,991","25,676","Desoto, TX","Red Hot","Jet Black","0 reported accidents","Clean","29 cty / 38 hwy","Automatic","Gas","Minimal Options","1.4L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2019 Honda Civic","Sport Touring Hatchback CVT","Fair Price","$26,500","15,624","North Richland Hills, TX","Polished Metal Metallic","Black","0 reported accidents","Clean","30 cty / 36 hwy","Automatic","Gas","Standard","1.5L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2015 Hyundai Elantra","GT Hatchback Automatic","High Price","$11,990","92,300","Oklahoma City, OK","Windy Sea Blue","Black","0 reported accidents","Clean","24 cty / 33 hwy","Automatic","Gas","Fully Loaded","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Nissan Versa","Note 1.6 SL CVT","High Price","$14,060","10,639","Yukon, OK","Monarch Orange","Wheat Stone","0 reported accidents","Clean","31 cty / 39 hwy","Automatic","Gas","Well Equipped","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Kia Soul","Base Automatic","Fair Price","$14,598","16,234","Rockwall, TX","Clear White","Black","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Fully Loaded","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Nissan LEAF","SV","High Price","$13,788","23,659","Oklahoma City, OK","Brilliant Silver","Black","0 reported accidents","Clean","124 cty / 101 hwy","Automatic","Electric","Minimal Options","L - Electric","FWD","Personal or Rental Use"
"2014 Scion xD","Base Automatic","High Price","$10,990","72,522","Oklahoma City, OK","Black","Other","0 reported accidents","Clean","27 cty / 33 hwy","Automatic","Gas","Standard","1.8L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Toyota Corolla Hatchback","SE CVT","High Price","$19,262","14,274","Norman, OK","Silver","Black","0 reported accidents","Clean","32 cty / 42 hwy","Automatic","Gas",NA,"2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2016 Honda Fit","EX CVT","Fair Price","$15,962","14,276","Texarkana, TX","Alabaster Silver Metallic","Black","0 reported accidents","Clean","32 cty / 38 hwy","Automatic","Gas",NA,"1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2016 Ford Fiesta","S Hatchback","High Price","$9,500","54,614","Oklahoma City, OK","Ingot Silver Metallic","Charcoal Black","1 reported accidents","Clean","28 cty / 36 hwy","Automatic","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2016 Kia Forte","Forte5 SX Manual","Fair Price","$13,800","35,880","Irving, TX","Silky Silver","Black","0 reported accidents","Clean","21 cty / 29 hwy","Manual","Gas","Minimal Options","1.6L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2013 Hyundai Veloster","Base with Gray Interior Automatic","High Price","$11,200","92,268","Midwest City, OK","Boston Red","Gray","0 reported accidents","Clean","28 cty / 37 hwy","Automatic","Gas","Fully Loaded","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 MINI Hardtop","S Hardtop 2-Door","Fair Price","$20,391","40,287","Dallas, TX","Midnight Black Metallic","Carbon Black","0 reported accidents","Clean","23 cty / 32 hwy","Manual","Gas","Standard","2.0L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2014 Tesla Model S","85 RWD","Fair Price","$28,977","117,256","Carrollton, TX","Pearl White","Black","1 reported accidents","Clean","88 cty / 90 hwy","Automatic","Electric","Standard","L - Electric","RWD","Personal or Rental Use"
"2014 Ford Focus","SE Hatchback","Fair Price","$8,595","73,747","Weatherford, TX","Oxford White","Charcoal Black","0 reported accidents","Clean","26 cty / 36 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2012 Mitsubishi i-MiEV","SE",NA,"$6,677","27,212","Dallas, TX","Burgundy","Gray","0 reported accidents","Clean","126 cty / 99 hwy","Automatic","Electric","Standard","L - Electric","RWD","Fleet or Mixed Use"
"2014 Mazda Mazda3","i Touring 5-Door Automatic","High Price","$15,590","37,397","Oklahoma City, OK","Titanium Flash Mica","Black","0 reported accidents","Clean","30 cty / 40 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Chevrolet Spark","LS Automatic","Fair Price","$9,873","51,286","Jane, MO","Summit White","Jet Black","0 reported accidents","Clean","30 cty / 39 hwy","Automatic","Gas","Standard","1.4L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Ford C-Max","Hybrid Titanium","High Price","$18,590","22,455","Oklahoma City, OK","Oxford White","Charcoal Black","0 reported accidents","Clean","42 cty / 38 hwy","Automatic","Hybrid","Well Equipped","2.0L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2015 Ford Fiesta","SE Hatchback","Fair Price","$6,990","86,449","Dallas, TX","Gray","Gray","0 reported accidents","Clean","28 cty / 36 hwy","Automatic","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Volkswagen Golf","S 4-Door Hatchback FWD Auto","High Price","$16,610","27,481","Yukon, OK","Pure White","Black","0 reported accidents","Clean","25 cty / 35 hwy","Automatic","Gas","Standard","1.8L Inline-4 Gas Turbocharged","FWD","Fleet or Mixed Use"
"2018 Honda Civic","Sport Touring Hatchback CVT","High Price","$24,445","27,578","Burleson, TX","Crystal Black Pearl","Black/Ivory","0 reported accidents","Clean","30 cty / 36 hwy","Automatic","Gas",NA,"1.5L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2012 Nissan LEAF","SL","High Price","$8,990","53,030","Oklahoma City, OK","Cayenne Red","Light Grey","0 reported accidents","Clean","106 cty / 92 hwy","Automatic","Electric","Standard","L - Electric","FWD","Fleet or Mixed Use"
"2017 Kia Soul","EV+","Fair Price","$14,500","25,623","Arlington, TX","Titanium Silver","Gray 2-Tone","0 reported accidents","Clean","120 cty / 92 hwy","Automatic","Electric","Minimal Options","L - Electric","FWD","Personal or Rental Use"
"2010 Hyundai Accent","GS Hatchback Automatic","Fair Price","$5,444","69,986","Arlington, TX","Green","Black","1 reported accidents","Clean","27 cty / 36 hwy","Automatic","Gas",NA,"1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Chevrolet Spark","LT with 1LT Automatic","High Price","$10,790","33,998","Yukon, OK","Silver Ice","Jet Black/Piano Black","0 reported accidents","Clean","30 cty / 39 hwy","Automatic","Gas","Minimal Options","1.4L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Honda Civic","Sport Touring Hatchback CVT","High Price","$25,250","10,039","Rockwall, TX","Sonic Gray Pearl","Black","0 reported accidents","Clean","30 cty / 36 hwy","Automatic","Gas","Standard","1.5L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2015 FIAT 500","Sport Hatch","Fair Price","$7,999","73,692","Dallas, TX","Verde Chiaro (Light Green)","Nero (Black)","0 reported accidents","Clean","31 cty / 40 hwy","Manual","Gas","Minimal Options","1.4L Inline-4 Gas","FWD","Personal or Rental Use"
