vehicle_year_name,vehicle_style,site_rating,vehicle_price,vehicle_mileage,vehicle_location,vehicle_ext_color,vehicle_int_color,vehicle_accident_count,vehicle_title_type,vehicle_mpg,vehicle_transmission,vehicle_fuel_type,vehicle_options_level,vehicle_engine,vehicle_drive_type,vehicle_usage_type
2017 Volkswagen Jetta,1.4T S Auto,Great Price,"$12,799 ","19,100","Carrollton, TX",Cardinal Red Metallic,Unknown,1 reported accidents,Clean,28 cty / 38 hwy,Automatic,Gas,Standard,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2014 Cadillac XTS,Luxury FWD,Fair Price,"$17,600 ","56,746","Mineola, TX",White Diamond Tricoat,Shale/Cocoa,0 reported accidents,Clean,18 cty / 28 hwy,Automatic,Gas,Fully Loaded,3.6L V-6 Gas,FWD,Personal or Rental Use
2019 Lincoln Continental,Standard FWD,Fair Price,"$27,997 ","22,773","Irving, TX",Black Velvet Metallic,Ebony,0 reported accidents,Clean,17 cty / 26 hwy,Automatic,Gas,Standard,3.7L V-6 Gas,FWD,Personal or Rental Use
2017 Toyota Camry,LE I4 Automatic,Great Price,"$16,724 ","19,874","Richardson, TX",Midnight Black Metallic,Ash,1 reported accidents,Clean,24 cty / 33 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 Hyundai Elantra,Sport 1.6T Manual,Fair Price,"$17,104 ","36,508","Fort Worth, TX",Phantom Black,Black,0 reported accidents,Clean,22 cty / 30 hwy,Manual,Gas,Well Equipped,1.6L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Lexus GS,GS Turbo RWD,Great Price,"$29,996 ","27,204","Dallas, TX",White Pearl,Black,0 reported accidents,Clean,22 cty / 32 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,RWD,Personal or Rental Use
2016 Cadillac CTS,Luxury 2.0T RWD,Fair Price,"$21,991 ","61,821","Fort Worth, TX",Silver Coast Metallic,Light Cashmere With Medium Cashmere Accents,0 reported accidents,Clean,21 cty / 31 hwy,Automatic,Gas,Well Equipped,2.0L Inline-4 Gas Turbocharged,RWD,Personal or Rental Use
2019 Hyundai Elantra,SE 2.0L Automatic (SULEV),Fair Price,"$13,984 ","20,811","Dallas, TX",Phantom Black,Black,0 reported accidents,Clean,29 cty / 38 hwy,Automatic,Gas,Fully Loaded,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2018 Honda Accord,LX 1.5T CVT,Fair Price,"$19,795 ","32,050","Irving, TX",Champagne Frost Pearl,Ivory,0 reported accidents,Clean,30 cty / 38 hwy,Automatic,Gas,NA,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Hyundai Sonata,SE 2.4L,Great Price,"$8,995 ","66,238","Garland, TX",Scarlet Red,Gray,1 reported accidents,Salvaged,25 cty / 36 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Fleet or Mixed Use
2018 Toyota Camry,LE I4 Automatic,Fair Price,"$17,993 ","47,649","Abilene, TX",Blue Crush Metallic,Black,2 reported accidents,Clean,28 cty / 39 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2013 Toyota Prius,Two,Fair Price,"$12,297 ","45,401","Arlington, TX",Black,Gray,0 reported accidents,Clean,51 cty / 48 hwy,Automatic,Hybrid,Standard,1.8L Inline-4 Hybrid,FWD,Personal or Rental Use
2017 Honda Accord,LX Sedan CVT,Great Price,"$16,096 ","26,629","Irving, TX",Modern Steel Metallic,Black,0 reported accidents,Clean,27 cty / 36 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Fleet or Mixed Use
2018 Lincoln Continental,Premiere FWD,Fair Price,"$24,900 ","40,476","Yukon, OK",White Platinum Metallic Tri-Coat,Black,0 reported accidents,Clean,17 cty / 26 hwy,Automatic,Gas,Standard,3.7L V-6 Gas,FWD,Fleet or Mixed Use
2017 Subaru Legacy,2.5i Premium,Fair Price,"$16,750 ","32,096","Yukon, OK",Crystal Black Silica,Warm Ivory,0 reported accidents,Clean,25 cty / 34 hwy,Automatic,Gas,Well Equipped,2.5L Flat-4 Gas,AWD,Fleet or Mixed Use
2017 Honda Accord,EX Sedan CVT,High Price,"$18,750 ","32,841","Irving, TX",Gold,Ivory,0 reported accidents,Clean,27 cty / 36 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2017 Toyota Camry,LE I4 Automatic,Great Price,"$16,391 ","41,075","Granbury, TX",Predawn Gray Mica,Ash,0 reported accidents,Clean,24 cty / 33 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 Nissan Sentra,S CVT,Fair Price,"$13,991 ","27,878","Arlington, TX",Super Black,Charcoal,0 reported accidents,Clean,29 cty / 37 hwy,Automatic,Gas,Standard,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2019 Chevrolet Impala,LT with 1LT,Fair Price,"$17,888 ","35,205","Dallas, TX",Mosaic Black Metallic,Jet Black,0 reported accidents,Clean,22 cty / 29 hwy,Automatic,Gas,Fully Loaded,3.6L V-6 Gas,FWD,Fleet or Mixed Use
2015 BMW 3 Series,320i Sedan RWD,Fair Price,"$14,995 ","64,405","Dallas, TX",Mineral White Metallic,Black,1 reported accidents,Clean,24 cty / 36 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,RWD,Fleet or Mixed Use
2017 Chevrolet Sonic,LS Sedan Automatic,Fair Price,"$10,988 ","32,786","Tulsa, OK",Kinetic Blue Metallic,Jet Black/Dark Titanium,0 reported accidents,Clean,24 cty / 34 hwy,Automatic,Gas,Fully Loaded,1.8L Inline-4 Gas,FWD,Fleet or Mixed Use
2018 Kia Optima,S,Great Price,"$15,798 ","43,898","Rockwall, TX",Horizon Blue,Black,0 reported accidents,Clean,24 cty / 34 hwy,Automatic,Gas,Well Equipped,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2018 Cadillac ATS,Luxury Sedan 2.0T AWD,Fair Price,"$23,292 ","23,863","Independence, KS",Red Obsession Tintcoat,Light Platinum With Jet Black Accents,0 reported accidents,Clean,22 cty / 30 hwy,Automatic,Gas,Well Equipped,2.0L Inline-4 Gas Turbocharged,AWD,Fleet or Mixed Use
2018 Toyota Camry,LE I4 Automatic,Fair Price,"$17,888 ","35,961","Dallas, TX",White,Gray,Frame Damaged,Clean,28 cty / 39 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Fleet or Mixed Use
2019 Honda Accord,LX 1.5T CVT,Fair Price,"$21,109 ","4,171","Irving, TX",Lunar Silver Metallic,Gray,1 reported accidents,Clean,30 cty / 38 hwy,Automatic,Gas,NA,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2016 Dodge Charger,R/T RWD,Fair Price,"$21,988 ","81,790","Garland, TX",Pitch Black Clearcoat,Black,0 reported accidents,Clean,16 cty / 25 hwy,Automatic,Gas,Minimal Options,5.7L V-8 Gas,RWD,Personal or Rental Use
2013 Hyundai Accent,GLS Sedan Automatic,Fair Price,"$5,987 ","150,196","Corinth, TX",Boston Red,Beige,0 reported accidents,Clean,28 cty / 37 hwy,Automatic,Gas,Standard,1.6L Inline-4 Gas,FWD,Personal or Rental Use
2015 INFINITI Q50,Sport AWD,Fair Price,"$21,129 ","63,646","Oklahoma City, OK",Black Obsidian,Graphite,2 reported accidents,Clean,19 cty / 27 hwy,Automatic,Gas,Well Equipped,3.7L V-6 Gas,AWD,Personal or Rental Use
2013 Mercedes-Benz E-Class,E 350 4MATIC Sport Sedan,Fair Price,"$16,995 ","88,948","Arlington, TX",Diamond White Metallic,Black,1 reported accidents,Clean,19 cty / 29 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,AWD,Personal or Rental Use
2017 Acura TLX,V6 FWD,Fair Price,"$21,495 ","30,964","Fayetteville, AR",Black Copper Pearl,Parchment,0 reported accidents,Clean,21 cty / 34 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Fleet or Mixed Use
2017 Honda Civic,EX Sedan CVT,Great Price,"$17,100 ","30,788","Dallas, TX",Crystal Black Pearl,Gray,0 reported accidents,Clean,31 cty / 40 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2016 Hyundai Sonata,Hybrid SE 2.0L,Fair Price,"$12,794 ","69,939","Oklahoma City, OK",Venetian Red Pearl,Gray,1 reported accidents,Clean,40 cty / 44 hwy,Automatic,Hybrid,Well Equipped,2.0L Inline-4 Hybrid,FWD,Personal or Rental Use
2017 Volkswagen Jetta,1.4T SE Auto,High Price,"$14,424 ","38,204","Garland, TX",Pure White,Cornsilk Beige,0 reported accidents,Clean,28 cty / 38 hwy,Automatic,Gas,Standard,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2013 Volkswagen Passat,TDI SEL Premium Sedan DSG,Great Price,"$10,989 ","69,068","Dallas, TX",Night Blue Metallic,Titan Black,0 reported accidents,Clean,30 cty / 40 hwy,Automatic,Diesel,Standard,2.0L Inline-4 Diesel Turbocharged,FWD,Personal or Rental Use
2018 Toyota Camry,Hybrid SE,Fair Price,"$21,995 ","35,827","Burleson, TX",Predawn Gray Mica,Black,0 reported accidents,Clean,44 cty / 47 hwy,Automatic,Hybrid,Standard,2.5L Inline-4 Hybrid,FWD,Personal or Rental Use
2019 Hyundai Sonata,SEL 2.4L,Fair Price,"$17,900 ","21,153","Denton, TX",Scarlet Red,Gray,1 reported accidents,Clean,25 cty / 33 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2019 Mazda Mazda3,Preferred Package 4-Door AWD Automatic,Fair Price,"$20,695 ",883,"Mesquite, TX",Snowflake White Pearl Mica,Greige,0 reported accidents,Clean,25 cty / 33 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,AWD,Personal or Rental Use
2019 Nissan Sentra,S CVT,Fair Price,"$13,289 ","49,772","Oklahoma City, OK",Super Black,Charcoal,0 reported accidents,Clean,29 cty / 37 hwy,Automatic,Gas,Fully Loaded,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2019 Nissan Sentra,S CVT,Fair Price,"$11,878 ","58,071","Richardson, TX",Brilliant Silver,Charcoal,0 reported accidents,Clean,29 cty / 37 hwy,Automatic,Gas,Fully Loaded,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2018 Ford Fiesta,SE Sedan,Fair Price,"$10,599 ","35,121","Abilene, TX",Bohai Bay Mint Metallic,Medium Light Stone,0 reported accidents,Clean,27 cty / 35 hwy,Automatic,Gas,Standard,1.6L Inline-4 Gas,FWD,Personal or Rental Use
2016 Nissan Maxima,3.5 S,Fair Price,"$17,500 ","53,086","Burleson, TX",Deep Blue Pearl,Charcoal,0 reported accidents,Clean,22 cty / 30 hwy,Automatic,Gas,Fully Loaded,3.5L V-6 Gas,FWD,Personal or Rental Use
2015 Chrysler 200,Limited FWD,Great Price,"$11,231 ","63,943","Arlington, TX",Granite Crystal Metallic Clearcoat,Black,0 reported accidents,Clean,23 cty / 36 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Fleet or Mixed Use
2017 Honda Accord,EX Sedan CVT,Fair Price,"$18,783 ","35,804","Plano, TX",White Orchid Pearl,Ivory,0 reported accidents,Clean,27 cty / 36 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2017 Kia Forte,LX Sedan Automatic,Fair Price,"$10,998 ","73,261","Rockwall, TX",Garnet Red,Black,0 reported accidents,Clean,29 cty / 38 hwy,Automatic,Gas,Fully Loaded,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2013 Lexus ES,ES 350,Fair Price,"$15,877 ","113,271","Bentonville, AR",Obsidian,Black,1 reported accidents,Clean,21 cty / 31 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2012 Volkswagen Jetta,SE Sedan Auto (PZEV),Great Price,"$8,996 ","60,119","Carrollton, TX",Candy White,Titan Black,0 reported accidents,Clean,24 cty / 32 hwy,Automatic,Gas,Standard,2.5L Inline-5 Gas,FWD,Personal or Rental Use
2017 INFINITI Q50,3.0t Premium RWD,Great Price,"$21,789 ","32,064","Grand Prairie, TX",Liquid Platinum,Graphite,0 reported accidents,Clean,20 cty / 29 hwy,Automatic,Gas,Well Equipped,3.0L V-6 Gas Turbocharged,RWD,Personal or Rental Use
2019 Nissan Maxima,SL 3.5L,Fair Price,"$25,598 ","36,788","Bentonville, AR",Super Black,Charcoal,0 reported accidents,Clean,20 cty / 30 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2016 Cadillac ATS,Luxury Sedan 2.0T RWD,Fair Price,"$21,995 ","23,671","Addison, TX",Black Raven,Jet Black With Jet Black Accents,0 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,RWD,Personal or Rental Use
2017 Honda Accord,Sport Special Edition Sedan CVT,Fair Price,"$19,429 ","38,212","Lewisville, TX",Basque Red Pearl Ii,Black,0 reported accidents,Clean,26 cty / 34 hwy,Automatic,Gas,NA,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2016 Chevrolet Malibu,LS with 1LS,Great Price,"$13,994 ","39,261","Arlington, TX",Summit White,Jet Black,0 reported accidents,Clean,27 cty / 37 hwy,Automatic,Gas,Fully Loaded,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Mazda Mazda6,Touring Automatic,Great Price,"$15,981 ","48,516","Euless, TX",Jet Black Mica,Black,2 reported accidents,Clean,26 cty / 35 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,FWD,Fleet or Mixed Use
2012 Chevrolet Malibu,LT with 2LT,Fair Price,"$6,999 ","124,081","Norman, OK",Summit White,Titanium,0 reported accidents,Clean,22 cty / 33 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2019 Nissan Sentra,S CVT,Fair Price,"$15,493 ","38,102","Abilene, TX",Gun Metallic,Charcoal,2 reported accidents,Clean,29 cty / 37 hwy,Automatic,Gas,Standard,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2017 Buick LaCrosse,FWD,Great Price,"$17,988 ","31,722","Mineola, TX",Black Oynx,Light Neutral,0 reported accidents,Clean,21 cty / 31 hwy,Automatic,Gas,NA,3.6L V-6 Gas,FWD,Personal or Rental Use
2013 Dodge Journey,Crew FWD,Great Price,"$10,000 ","90,218","Pryor, OK",Storm Grey Pearl,Black,1 reported accidents,Clean,17 cty / 25 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,FWD,Fleet or Mixed Use
2019 Volkswagen Jetta,SE Automatic,Fair Price,"$16,891 ","38,590","Oklahoma City, OK",Black Uni,Titan Black,0 reported accidents,Clean,30 cty / 40 hwy,Automatic,Gas,Minimal Options,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Volkswagen Jetta,1.4T SE Manual,Fair Price,"$13,730 ","41,440","Yukon, OK",Black,Cornsilk Beige,0 reported accidents,Clean,28 cty / 40 hwy,Manual,Gas,Well Equipped,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2014 Chrysler 300,C John Varvatos Limited Edition RWD,Great Price,"$16,411 ","74,865","Carrollton, TX",Phantom Black Tri-Coat Pearl,Pewter/Black,1 reported accidents,Clean,19 cty / 30 hwy,Automatic,Gas,NA,5.7L V-8 Gas,RWD,Personal or Rental Use
2017 Hyundai Elantra,SE 2.0L Sedan Automatic (alt),Great Price,"$12,593 ","46,566","Greenville, TX",Shale Gray Metallic,Gray,0 reported accidents,Clean,29 cty / 38 hwy,Automatic,Gas,Well Equipped,2.0L Inline-4 Gas,FWD,Fleet or Mixed Use
2019 Toyota Corolla,XLE CVT,Fair Price,"$16,999 ","22,651","Tulsa, OK",Super White,Black,0 reported accidents,Clean,28 cty / 36 hwy,Automatic,Gas,NA,1.8L Inline-4 Gas,FWD,Fleet or Mixed Use
2019 Chevrolet Cruze,LT with 1SD Sedan,Fair Price,"$14,568 ","37,829","Tulsa, OK",Satin Steel Gray Metallic,Jet Black,0 reported accidents,Clean,28 cty / 38 hwy,Automatic,Gas,Minimal Options,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2018 Hyundai Elantra,Value Edition 2.0L Sedan Automatic (alt),Fair Price,"$14,977 ","38,851","Fort Worth, TX",Galactic Gray,Black,0 reported accidents,Clean,28 cty / 37 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2017 Chevrolet Volt,LT,Fair Price,"$15,590 ","36,595","Oklahoma City, OK",Summit White,Jet Black/Jet Black,0 reported accidents,Clean,N/A cty / N/A hwy,Automatic,Plug-In,Minimal Options,1.5L Inline-4 Plug-In,FWD,Fleet or Mixed Use
2018 Acura TLX,2.4L FWD with Technology Package,Great Price,"$23,951 ","38,989","Plano, TX",Fathom Blue Pearl,Graystone,0 reported accidents,Clean,23 cty / 33 hwy,Automatic,Gas,NA,2.4L Inline-4 Gas,FWD,Fleet or Mixed Use
2017 Lincoln MKZ,Select FWD,Fair Price,"$20,480 ","35,975","Yukon, OK",White Platinum Metallic Tri-Coat,Tan,0 reported accidents,Clean,21 cty / 31 hwy,Automatic,Gas,NA,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Chevrolet Malibu,N/A,NA,"$14,590 ","53,002","Oklahoma City, OK",White,Black,0 reported accidents,Clean,N/A cty / N/A hwy,N/A,N/A,NA,L - ,FWD,Fleet or Mixed Use
2018 Toyota Camry,SE I4 Automatic,Fair Price,"$20,750 ","30,368","Yukon, OK",Super White,Black,0 reported accidents,Clean,28 cty / 39 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2018 Audi A3,Premium Sedan 2.0 FWD,High Price,"$23,992 ","14,025","Dallas, TX",Cosmos Blue Metallic,Black,0 reported accidents,Clean,26 cty / 35 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2018 Mazda Mazda6,Grand Touring Reserve Automatic,Great Price,"$25,444 ","21,180","Texarkana, TX",Machine Gray Metallic,Black,0 reported accidents,Clean,23 cty / 31 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2011 Toyota Prius,One,Great Price,"$7,981 ","113,772","Garland, TX",Gold,Unknown,1 reported accidents,Clean,51 cty / 48 hwy,Automatic,Hybrid,Standard,1.8L Inline-4 Hybrid,FWD,Fleet or Mixed Use
2017 Chevrolet Malibu,LT with 1LT,Fair Price,"$14,929 ","65,578","Ft. Worth, TX",Silver Ice Metallic,Jet Black,0 reported accidents,Clean,27 cty / 36 hwy,Automatic,Gas,Minimal Options,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2015 Toyota Corolla,LE Plus CVT,Fair Price,"$13,590 ","56,794","Oklahoma City, OK",Silver,Gray,0 reported accidents,Clean,29 cty / 38 hwy,Automatic,Gas,Standard,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2009 Subaru Legacy,2.5i Special Edition Manual,Fair Price,"$7,900 ","123,645","Oklahoma City, OK",Newport Blue Pearl,Taupe,0 reported accidents,Clean,20 cty / 26 hwy,Manual,Gas,NA,2.5L Flat-4 Gas,AWD,Fleet or Mixed Use
2019 Nissan Sentra,SV CVT,High Price,"$14,491 ","39,109","Oklahoma City, OK",Brilliant Silver,Charcoal,0 reported accidents,Clean,29 cty / 37 hwy,Automatic,Gas,Standard,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2019 Chrysler 300,S AWD,Great Price,"$25,993 ","21,333","Tulsa, OK",Bright White Clearcoat,Black,0 reported accidents,Clean,18 cty / 27 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,AWD,Personal or Rental Use
2019 Nissan Altima,S FWD,Fair Price,"$16,998 ","31,237","Lewisville, TX",Glacier White,Charcoal,0 reported accidents,Clean,28 cty / 39 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2016 Toyota Camry,LE I4 Automatic,Fair Price,"$14,673 ","64,963","Granbury, TX",Celestial Silver Metallic,Ash,0 reported accidents,Clean,25 cty / 35 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2012 Honda Accord,EX V6 Sedan Automatic,Fair Price,"$10,488 ","114,376","Dallas, TX",Gray,Gray,1 reported accidents,Clean,20 cty / 30 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2015 Kia Optima,SXL Turbo,High Price,"$17,000 ","72,480","Broken Arrow, OK",Snow White Pearl,Black,0 reported accidents,Clean,20 cty / 31 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2012 Hyundai Genesis,3.8,Great Price,"$13,991 ","63,500","Ft. Worth, TX",Platinum Metallic,Jet Black,0 reported accidents,Clean,18 cty / 28 hwy,Automatic,Gas,Fully Loaded,3.8L V-6 Gas,RWD,Personal or Rental Use
2017 Cadillac XTS,Luxury FWD,Fair Price,"$20,870 ","54,432","Frisco, TX",Radiant Silver Metallic,Medium Titanium With Jet Black Accents,1 reported accidents,Clean,18 cty / 28 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,FWD,Personal or Rental Use
2019 Volkswagen Jetta,S Automatic,Fair Price,"$16,498 ","7,287","Arlington, TX",Pyrite Silver Metallic,Titan Black,0 reported accidents,Clean,30 cty / 40 hwy,Automatic,Gas,Fully Loaded,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2016 Honda Accord,LX Sedan I4 CVT,Fair Price,"$17,349 ","17,764","Fort Worth, TX",Gold,Red,1 reported accidents,Clean,27 cty / 37 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Fleet or Mixed Use
2019 Honda Civic,LX Sedan CVT,Fair Price,"$13,495 ","7,197","Garland, TX",Gray,Black,0 reported accidents,Salvaged,30 cty / 38 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2019 Nissan Versa,SV Sedan CVT,Fair Price,"$14,988 ","32,474","Joplin, MO",Cayenne Red Metallic,Charcoal,0 reported accidents,Clean,31 cty / 39 hwy,Automatic,Gas,Standard,1.6L Inline-4 Gas,FWD,Personal or Rental Use
2017 Chevrolet Cruze,Premier with 1SF Sedan Automatic,Great Price,"$16,422 ","27,386","Amarillo, TX",Red Hot,Jet Black,0 reported accidents,Clean,29 cty / 39 hwy,Automatic,Gas,Minimal Options,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2014 Hyundai Sonata,Hybrid Base 2.4L Automatic,Fair Price,"$12,990 ","60,970","Oklahoma City, OK",Diamond White Pearl,Gray,0 reported accidents,Clean,36 cty / 40 hwy,Automatic,Hybrid,Standard,2.4L Inline-4 Hybrid,FWD,Personal or Rental Use
2019 Nissan Altima,SR FWD,Great Price,"$20,997 ","12,677","Mesquite, TX",Deep Blue Pearl,Charcoal Sport,0 reported accidents,Clean,27 cty / 37 hwy,Automatic,Gas,Fully Loaded,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2011 Kia Forte,SX Sedan Automatic,Great Price,"$5,450 ","119,413","Dallas, TX",Ebony Black,Black,0 reported accidents,Clean,23 cty / 32 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2016 Honda Accord,EX-L with Honda Sensing/Navigation Sedan I4 CVT,Fair Price,"$19,984 ","47,111","Arlington, TX",Still Night Pearl,Gray,0 reported accidents,Clean,27 cty / 37 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2013 Toyota Prius,Two,High Price,"$8,995 ","120,558","Bethany, OK",Silver,Gray,0 reported accidents,Clean,51 cty / 48 hwy,Automatic,Hybrid,Standard,1.8L Inline-4 Hybrid,FWD,Fleet or Mixed Use
2017 Hyundai Sonata,SE 2.4L (PZEV),Great Price,"$13,952 ","34,124","Rockwall, TX",Symphony Silver,Gray,1 reported accidents,Clean,25 cty / 36 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Fleet or Mixed Use
2019 Ford Fusion,Titanium AWD,Great Price,"$19,995 ","26,391","Irving, TX",Agate Black,Unknown,0 reported accidents,Clean,20 cty / 29 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2014 Lincoln MKZ,Hybrid FWD,Fair Price,"$13,596 ","75,254","Carrollton, TX",White Platinum Metallic Tri-Coat,Light Dune,1 reported accidents,Clean,38 cty / 37 hwy,Automatic,Hybrid,Standard,2.0L Inline-4 Hybrid,FWD,Personal or Rental Use
2014 Ford Fusion,Hybrid S FWD,Fair Price,"$10,950 ","75,684","Garland, TX",Ingot Silver Metallic,Earth Gray,0 reported accidents,Clean,44 cty / 41 hwy,Automatic,Hybrid,Standard,2.0L Inline-4 Hybrid,FWD,Personal or Rental Use
2018 Subaru WRX,Limited Manual,Fair Price,"$27,893 ","26,575","Rockwall, TX",Ice Silver Metallic,Carbon Black,0 reported accidents,Clean,21 cty / 27 hwy,Manual,Gas,Standard,2.0L Flat-4 Gas Turbocharged,AWD,Personal or Rental Use
2012 Lexus IS,IS 250 Sport RWD Automatic,Great Price,"$12,993 ","111,999","Abilene, TX",Nebula Gray Pearl,Black,0 reported accidents,Clean,21 cty / 30 hwy,Automatic,Gas,Standard,2.5L V-6 Gas,RWD,Personal or Rental Use
2017 Lincoln MKZ,Reserve FWD,Fair Price,"$27,563 ","5,079","Plano, TX",Midnight Sapphire Blue Metallic,Alpine,0 reported accidents,Clean,21 cty / 31 hwy,Automatic,Gas,NA,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Nissan Maxima,3.5 SR,Fair Price,"$23,800 ","30,272","Rogers, AR",Super Black,Charcoal,0 reported accidents,Clean,21 cty / 30 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2019 Hyundai Sonata,SEL 2.4L,Great Price,"$16,999 ","12,977","Burleson, TX",Symphony Silver,Gray,0 reported accidents,Clean,25 cty / 33 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2019 Honda Accord,Sport 1.5T CVT,Great Price,"$24,500 ","19,935","Denison, TX",Modern Steel Metallic,Unknown,0 reported accidents,Clean,29 cty / 35 hwy,Automatic,Gas,NA,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2014 Chevrolet Impala,LTZ with 2LZ,High Price,"$13,750 ","120,050","Grapevine, TX",Black,Jet Black,0 reported accidents,Clean,19 cty / 29 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,FWD,Personal or Rental Use
2014 Volvo S60,T5 FWD,Fair Price,"$12,990 ","101,339","Oklahoma City, OK",Silver,Black,0 reported accidents,Clean,21 cty / 30 hwy,Automatic,Gas,Standard,2.5L Inline-5 Gas Turbocharged,FWD,Personal or Rental Use
2017 Ford Fusion,SE FWD,Fair Price,"$12,504 ","84,868","Midwest City, OK",Ingot Silver,Medium Light Stone,0 reported accidents,Clean,21 cty / 32 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 Chevrolet Impala,LT with 1LT,Fair Price,"$20,329 ","22,088","Fort Smith, AR",Pepperdust Metallic,Jet Black,0 reported accidents,Clean,22 cty / 29 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,FWD,Personal or Rental Use
